,x,y,z,vx,vy,vz,ax,ay,az,pitch,roll,yaw,pitch_a,roll_a,yaw_a
0,1.1291504051769152e-05,0.0,12.925047874450684,0.0,0.0,-0.009925616905093193,0.0,0.0,0.006264686584472656,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0040397923439741135,0.0042693521827459335,12.95809555053711,0.0946093425154686,0.09802892804145813,0.5773385167121887,1.4432059526443481,1.445107340812683,5.251701354980469,1.651405930519104,-1.750749111175537,0.05322845280170441,1.7347208261489868,11.505411148071289,0.06960182636976242
0,0.046270985156297684,0.04661206901073456,13.015944480895996,0.7194980382919312,0.7134312391281128,0.2936275005340576,6.844649791717529,6.6304240226745605,-3.3147706985473633,0.6874439120292664,-0.8766395449638367,0.047494061291217804,-5.039862632751465,5.841055870056152,-0.1285170614719391
0,0.18475210666656494,0.18202705681324005,13.029873847961426,1.6064475774765015,1.5547069311141968,-0.040738821029663086,7.741847991943359,7.195720195770264,-2.260272979736328,0.23664957284927368,-0.4197169542312622,0.03193123638629913,-2.2271273136138916,3.2613635063171387,-0.11779948323965073
0,0.42636755108833313,0.41321253776550293,13.011503219604492,2.527982473373413,2.3961095809936523,-0.25931116938591003,7.937685012817383,7.124752998352051,-1.5022172927856445,0.06625962257385254,-0.21183329820632935,0.020355023443698883,-0.8287822604179382,1.313808798789978,-0.08048566430807114
0,0.7659043073654175,0.732028603553772,12.973688125610352,3.425161361694336,3.1905155181884766,-0.39093613624572754,7.733098030090332,6.764369964599609,-0.7773838043212891,0.00860440544784069,-0.10270575433969498,0.012903778813779354,-0.25276216864585876,1.6127890348434448,-0.0518081858754158
0,1.2160521745681763,1.1483445167541504,12.92774772644043,4.196883678436279,3.8624660968780518,-0.29664233326911926,4.535846710205078,3.9797677993774414,3.513631820678711,0.010709588415920734,0.19717742502689362,0.00804695300757885,0.33616799116134644,3.0119717121124268,-0.032810814678668976
0,1.7269915342330933,1.618078589439392,12.931575775146484,4.538106918334961,4.172903060913086,0.3512856066226959,3.2753090858459473,3.1192798614501953,4.763469219207764,-0.03334568068385124,0.4277277886867523,0.004926088731735945,-4.120859146118164,1.4582687616348267,-0.018908414989709854
0,2.2721872329711914,2.120120048522949,13.016077995300293,4.807849407196045,4.436670303344727,1.0336681604385376,3.2546443939208984,3.2390458583831787,3.7937726974487305,-0.3353521227836609,0.5741468071937561,0.004869880620390177,2.880666494369507,-0.34150978922843933,-0.0006540317554026842
0,2.835042953491211,2.6407322883605957,13.167582511901855,5.090778827667236,4.721593856811523,1.5492653846740723,3.3958096504211426,3.4391322135925293,1.9016361236572266,-0.5118070244789124,0.6491434574127197,0.006652044598013163,7.448695659637451,-1.7470637559890747,0.006377779878675938
0,3.431652784347534,3.1955206394195557,13.365433692932129,5.400383949279785,5.035881519317627,1.8159624338150024,3.3865461349487305,3.4313836097717285,-0.6172657012939453,-0.5801634192466736,0.65920090675354,0.008836153894662857,8.963613510131836,-2.8423783779144287,0.002730741398409009
0,4.098335266113281,3.8187949657440186,13.587727546691895,5.7217793464660645,5.3634161949157715,1.7689483165740967,2.876058578491211,2.9452826976776123,-3.1930437088012695,-0.5301949381828308,0.6403244733810425,0.010700850747525692,6.828682899475098,-4.444371700286865,-0.009066810831427574
0,4.782656192779541,4.461652755737305,13.780827522277832,5.97059440612793,5.620610237121582,1.4207093715667725,1.9269914627075195,2.0053038597106934,-5.422913551330566,-0.53559809923172,0.6309346556663513,0.012186478823423386,9.626825332641602,-5.680983066558838,-0.014834649860858917
0,5.508752822875977,5.14609432220459,13.918976783752441,6.108837127685547,5.762180805206299,0.8167716860771179,0.6164863705635071,0.5862585306167603,-6.145981788635254,-0.5056512951850891,0.5470510721206665,0.01304871216416359,8.716296195983887,-5.31431245803833,-0.02269996516406536
0,5.598388195037842,5.2315497398376465,13.918277740478516,5.09651517868042,4.846353054046631,-0.0006862636655569077,0.09287787973880768,-0.10345093905925751,-2.3310327529907227,-0.18817001581192017,-0.03977010399103165,-0.2968813478946686,5.600442409515381,-7.531184673309326,1.1646283864974976
0,5.557615756988525,5.1940999031066895,13.909927368164062,4.33840799331665,4.118720054626465,-0.1568467766046524,0.24484416842460632,-0.13212864100933075,1.5813522338867188,0.12508057057857513,-0.4489513039588928,-0.36704450845718384,3.6126370429992676,-6.098546981811523,1.4262720346450806
0,5.666832447052002,5.3017072677612305,13.889410972595215,3.9845008850097656,3.7468016147613525,0.027236059308052063,0.5471386909484863,-0.027978472411632538,3.051025867462158,0.14003585278987885,-0.4146890640258789,-0.32417580485343933,5.5932111740112305,-6.247381687164307,1.203771710395813
